000A94A0,"Faith: Let them try."
CB29D411,"After being locked up and told what to do every day for two years you’re finally “free”. The city awaits, but first you must clear the last security check-points, and then hopefully you can get back up on the rooftops where you belong. And maybe reconnect with NOAH, your old mentor.  DOGEN, whom you’d rather forget about, sent you his best. Working for him is what got you locked up in the first place, and you owe him a debt. A big one."
CB387583,"Talk to Dogen"
CB57F72A,"{0:d} / {1:d}  XP"
CB5A8C90,"FLOW TUTORIAL"
CB6ABCA8,"Had enough, leech?"
CB6BC077,"MAP LEGEND"
CB736415,"FOLLOW THE RED"
CB7B046E,"Nomad: Yeah ... You know I would, if I could."
CB986071,"Origin In-Game Overlay"
CBA01AC0,"Is this something Doctor Malus requested?"
CBB6616A,"Avoid being seen at all costs."
CBBA0815,"Icarus: Alright. Sit tight while I get this moving ..."
CBBDCD4A,"One entire floor in the agricultural department is off limits to most of us."
CBC29206,"Plastic: Good, you got the first one. Keep it up."
CBC4E86D,"Automated Voice: Access rights restored. All systems nominal."
CBC51C66,"OVERWRITE"
CBCC1A70,"Collect 20 gridLeaks"
CBCC1A71,"Collect 50 gridLeaks"
CBCC1A72,"Collect 90 gridLeaks"
CBCC1A73,"Collect 140 gridLeaks"
CBCC1A74,"Collect 200 gridLeaks"
CBD57B01,"Nomad: Watch your step!"
CBE61AD5,"Eliminate KrugerSec Guards"
CBE61AD6,"Destroy Antenna Core"
CBEEB442,"Icarus: There you go, you’re off the Grid. "
CBF5D6DE,"HEAVY TRAVERSAL DMG ++"
CC084173,"RELEASE MANAGER"
CC0B98E5,"Beatrix: Faith, the first bug should be placed at his favorite restaurant."
CC0F3BAF,"THE KIT HAS BEEN OPENED. VISIT THE BEAT TO USE THE ITEMS IN IT."
CC131E87,"Hey. Over here."
CC23BABA,"SAVANT EXTRAORDINAIRE"
CC47A167,"Scrip-making opportunity available nearby."
CC508BCD,"Automated Voice: Attention. This is a KrugerSec announcement. The Rezoning Area is off limits to all employs without a valid security clearance. Trespassing is considered a breach of policy."
CC69250B,"TRIM START"
CC6EC9CC,"MODEL AND TEXTURE SUPERVISOR"
CC7A18EE,"SHIFT FLUENCY"
CC8E0F84,"Plastic: I’m up! Diving in. Be ready to get out fast."
CC8E2C5F,"There's a lot of gold here though and we deserve it. "
CC8E9B73,"Pick-up confirmed. Destination sent. Don’t let KrugerSec catch you."
CC8F0AF7,"DROP WEAPON"
CC8F2CE9,"That’s nice. What is it?"
CCAB14DA,"For our friends at Frostbite"
CCAE35CC,"Faith: Yes. Yes, she is. Please, Icarus. I don’t trust Rebecca."
CCB07EDC,"STREAMS BLACK"
CCB21A2E,"\"
CCB4499F,"BACKSPC"
CCB79669,"Plastic: The safety protocol just activated. Go get the others, Faith. Quickly."
CCB9EEA2,"Noah: Faith, you need to shake off the pursuit before going back here."
CCC748C7,"Henchwoman: And about that scrip?"
CCD18257,"LEAD SOFTWARE ENGINEERS"
CCD2F5B8,"Nomad: You have to get out of range and stay out of sight Faith! Get to the nearest safe house! Go!"
CCDB1B73,"Who -- I told him the deal was off! You’re forcing me to call for back-up!"
CCF2A7C6,"Nomad: Don’t worry. It’s perfectly safe."
CCF6471E,"NAVIGATE DOWN"
CCFB26B2,"Plastic: What drawing?"
CD0CE4DC,"RUNNER'S VISION CONNECTED "
CD0F41D5,"RUNNER'S VISION OFFLINE"
CD29E19D,"TALK TO REBECCA"
CD2E0F25,"Complete a Weekly Challenge"
CD2FB4A3,"DIRECTOR AND CELEBRITY ACQUISITIONS"
CD337927,"Mission Accomplished"
CD348236,"If you value your position you will not pursue the matter any further."
CD3F1568,"Icarus: Oh, sorry, almost forgot. We have to cut your gridLink. It’s causing the interference."
CD474A20,"Too much heat right now. Come back when things have cooled down."
CD582A04,"Faith: I’m gonna be the best."
CD60F186,"Com'n let's go and do some Yoga."
CD61F9FA,"Henchman: Anyway, his special dinner will be a blast, as always. Those poor souls have no idea what he'll be feeding them. The herbs are strong enough to cause an instant addiction. They'll be in his pocket forever."
CD665B29,"DOWN ACTIONS"
CD759BE3,"CONGRATULATIONS!"
CD788718,"Birdman has lost two CARRIER PIGEONS and he’s asked you to go look for them. They were carrying messages from other cities in CASCADIA, and it would be problematic if these have fallen into KrugerSec hands.  The pigeons, Thalia and Erato, have LOCATOR BEACONS attached which you can use to pin them down. The frequency will increase as you come near."
CD849439,"Abort the mission and scrap the item."
CD8B587F,"I was thinking, maybe you’d like a drink, or just coffee, or whatever."
CDA167D5,"ANCHOR, MID- & HICASTE. POP 35000"
CDA8EFA1,"Aline: Plenty of damage where you are Faith. The entire structure is becoming increasingly unstable. Keep a lookout for falling debris."
CDB3AE75,"SOCIAL & COMMUNITY MANAGER POLAND & EM"
CDC4453E,"COMMERCE & IDENTITY"
CDC48214,"LOW"
CDC48D9D,"OFF"
CDC6234C,"Icarus: Good. I’m up in the control booth. Hang on while I figure out the controls here ... "
CDD340B7,"EXISTING PLAYER PROFILE DATA APPEARS TO BE DAMAGED AND CANNOT BE USED."
CDD3C3BA,"Noah: Yeah, Dogen set her up with a fake gridPrint when they took her. I transferred it to her beatLink as insurance. Might come in handy later."
CDD686A8,"Aline: When you’re through you need to go all the way down again. From there you should be able to reach the lobby."
CDEA4557,"RECORDINGS"
CDF4F961,"Birdman: I understand. Please take the message capsule if it’s still there."
CE02D113,"Plastic: I’m doing my best!"
CE049A91,"NUM COMMA"
CE1CC207,"Oh tell me about it man …"
CE1F6A0E,"PROJECT LEADERS"
CE261B3E,"How is she holding up?"
CE28FFD8,"PRODUCT MASTER DATA ANALYST"
CE3211D3,"Icarus: Those cables should lead you to the switch. I’ll owe you one."
CE685501,"Now, Noah. It would break anyone."
CE6CB2EF,"BETA PARTICIPATION KIT"
CE738D55,"Nomad: You’ll like the stencil when you see it! And did I say that you’re great!? Talk more soon!"
CE84A6C7,"Press {0:input} to jump off"
CE867123,"Rebecca: You should be near the antenna foundation building. Find a way up."
CE8DD6AB,"Diversion needed. Good scrip. "
CE992260,"Faith: I wasn’t saying you could. And it’s probably a good thing it’s so rough. I’ll be harder to spot."
CE9FDA90,"Beatrix: I will. Thanks, Faith. I’ll owe you one. A big one."
CEC980DF,"Speed, freerunning, and {0:input} LIGHT TRAVERSAL ATTACKS build FOCUS SHIELD   Low speed, being attacked, and {1:input} HEAVY ATTACKS remove FOCUS SHIELD  With FOCUS SHIELD Faith is impossible to hit; bullets can't find a target and physical attacks slide right off  When completely FOCUSED the world slips by in a blur of speed"
CECCC345,"For our Friends at EA"
CED22D47,"RAIN BLACK"
CED589FF,"except in secret moments of shame, "
CED878BB,"TEST SPECIALISTS"
CEDFF49B,"Faith: Noah. There’s someone else here. Doesn’t look like a runner."
CEE11CB6,"Automated Voice: Attention! Reflection will change the way you interact with the grid. Reflection will change the way you look at life. Reflection will change everything."
CEE56979,"The Shard electronic parts {0:d} / {1:d}"
CEEA6A17,"Icarus: Careful, Faith! Damn, I hate watching this!"
CEF07E6A,"Faith: What is that supposed to mean?"
CEF44FDC,"K-Sec is busy on the rooftops these days and I guess she doesn't want the extra attention."
CEFA5A6D,"Subvert the gridNode CCU and connect it to your BEATLINK in order to expand your coverage in the city.  Hacking a gridNode opens up FAST TRAVEL options in the affected area."
CF056BF4,"DEV OPS ENGINEER"
CF16F2C4,"GLOBAL PR MANAGER"
CF190418,"Faith: Woah ... That thing tore through the entire building! I didn’t ... "
CF193574,"Faith: Nomad? Where are you?"
CF37A721,"Hey! Faith! Over here!"
CF400A26,"Delivery failed. No payment. Thank you."
CF51454F,"{0:s}  {1:s} {2:s} {3:s} {4:s} {5:s}"
CF58DF82,"I hope she understands the danger I put myself in to get this flower for her. Before I was cast out, I was Family. I had a penthouse in The View. "
CF5F6392,"TIME TRIAL"
CF8337C6,"Complete a user created Time Trial"
CF88A1C8,"User Generated Finisher"
CF955F15,"That’s it. The leech is pacified. Clear out."
CF95CA0F,"Plastic: Oh! You’re OK! Great! What about Noah?"
CFAAA53A,"SENIOR GLOBAL PLM  MANAGER"
CFAAABE1,"I'm supposed to have full access to our research. What is this? Brain hemorrhaging. "
CFB6B5C2,"Noah: Alright. It’s not like I can stop you anyway. Icarus, keep us updated on any changes outside. Faith, you want to find the offices next."
CFBAFF3F,"Beatrix: I’m sure I will. Thanks again, Faith."
CFBCF5DB,"The information about the Elysium job checked out. Somebody broke in. "
CFC9DBF3,"REFLECTION TECH /  K-SEC GUARDED"
CFD86362,"Icarus: Got it. Sorry."
CFDA6E0F,"Faith: Maybe. Just so you know, I’m doing this for Noah. Not for her."
CFE75184,"LEAD SOFTWARE ENGINEER"
CFF2E75F,"Preview"
CFF749E0,"Deliver the control chips"
D00035E9,"ONLINE CRM MANAGER NORDICS"
D0334A0C,"Faith: So now they know I’m here."
D04CE1DD,"SENIOR PRIVACY COUNSEL"
D0537CCE,"Faith: Cat!"
D05806E3,"Noah: Icarus?"
D0585B3E,"Faith: Guess I’m on my own ..."
D0632462,"Aline: Faith, there are several VTOLs headed your way. They’ll be there soon."
D07B5499,"AMERICAS PUBLISHING ORGANIZATION DIGITAL SALES"
D08B0938,"Do you really want to reload from the last checkpoint?"
D08B8615,"Unknown"
D0910C63,"GAMEPLAY DIRECTOR"
D09E2732,"Hey, what happened to that girl who was here? The one with the tattoo around her eye? "
D0A80A78,"Icarus: Seems we got our work cut out already, Faith. I got our first set of Sentry Drones here. Let’s take them down together."
D0ABB6CA,"FROSTBITE"
D0B2666F,"{0:date:yyyy-MM-dd}"
D0C63269,"MARKETING INTERN"
D0D0A40C,"Icarus: I know I’m not in a position to make demands, but it would be great if you could get that current shut off sooner rather than later."
D0D0E250,"He’s probably got you pegged already, and that’s fine. "
D0E798B8,"Can't place Beat L.E. here. Too close to other content."
D0F560AA,"+ IMPACT damage in FLOW"
D11221A7,"Talk to Icarus."
D13BD639,"You are in breach of policy. Submit."
D15A9C16,"I said, move, leech!"
D1734E69,"SOCIAL AND COMMUNITY"
D19194F7,"POSITIONAL ADVANTAGE"
D191A28F,"Faith: We’ll see, Plastic. "
D19ADF53,"ANIMATION DIRECTOR"
D19C764F,"Quiet, please. Begin orbifrontal cortex scan."
D1A34E6A,"SAFE HOUSE"
D1A66929,"Faith, I could use some help."
D1A74E50,"ORIGINAL MUSIC SYNTHESTRATION AND MUSIC EDITING"
D1ABD958,"Plastic: Oh, and CCU means Central Command Unit. Not that you care. But it does."
D1BF0B5B,"Reaching this point will reward you a RUNNER KIT drop (position shown on map) or a recording (found in the INTEL screen)."
D1BFA481,"OPERATIONS & IMPLEMENTATION"
D1C09C3D,"WORLD>"
D1D86067,"Get yourself to a user created Beat L.E."
D1DDCA69,"You can't keep me down"
D1E0F61E,"ORIGINAL FORCE LTD"
D1EE63ED,"SHE LOVES ME, SHE LOVES ME NOT"
D1F461EF,"Nomad: Go after it! We need that chip!"
D2082682,"Faith: Noah said you have some gear for me?"
D218FCC7,"RUN TO THE LAIR"
D21A9EB5,"Plastic: We’ve found a way to disable Reflection! For good!"
D22219BE,"Rebecca: I appreciate you helping us out, Faith. But I can do without your flippancy."
D22EE9DB,"MOVE BACKWARD"
D232DC54,"Thank you for completing this. Payment is being transferred."
D235A9C1,"I guess I am."
D23B9F89,"Plastic: Yeah, it would be kind of sad if you got knocked out now when you’re getting so close. Kuma agrees."
D249E04E,"INFO"
D24D45FA,"Thanks for the eggs. I can’t believe we’re actually doing this ... But what makes him happy makes us all happy."
D25C7BE2,"ANTI CHEAT MANAGER"
D25CFB5E,"I don't understand you. We find you half-beaten to death on the rooftops. "
D25E3F26,"Automated Voice: Attention. This is a KrugerSec announcement. Any and all affiliation with the Black November group or any of its members is considered a breach of policy."
D25F0CD3,"Automated Voice: Take part in the success. Get Reflection today."
D26126F9,"TECHNICAL ARTIST"
D267F96B,"Concord Plaza"
D284ED07,"Martin Connors urged us to remain peaceful and they killed him. And his wife too. "
D2852C07,"Yeah and what are you gonna do with your retirement?"
D28E6D9D,"Floor 74. Management."
D2908547,"Faith: Yeah? Then I’m gonna take it down."
D290AEEC,"DISRUPTOR"
D2B63EA7,"Contact Plastic on landline."
D2C26096,"INSTALLING GAME... {0:d}%"
D2C353FF,"COMBAT RECOVERY"
D2C9246B,"REGIONAL CONTENT LEADS"
D2DCF2D8,"DICE OPERATIONS BACK END DEVELOPMENT"
D2E24F97,"SENIOR MANAGER ONLINE OPS"
D306675F,"MISSION COMPLETE"
D30BD6B0,"This always was a desperate venture, you know that."
D31E5DEA,"PUBLISHING MANAGER BRAZIL"
D32A2DC1,"Icarus: We can’t go back to the Lair ... I might have an option for us."
D35EEFB4,"Plastic: Why do you ask?"
D3600BB3,"Seems Noah has an idea about what to do next with that DRIVE you stole from Elysium. Go talk to him at the Lair."
D363D663,"Plastic: The guards in Kruger’s apartment are reacting to the commotion in the museum. Looks like they plan to intercept you in the lobby."
D368DBCF,"It's time to show you who's the new boss. Boom!"
D368DBD0,"Thanks, that's exactly what I did."
D368DBD1,"Ah, he, he, he ... Yeah!"
D368DBD2,"You've to think moves ahead."
D368DBD3,"Am I interrupting something?"
D368DBD4,"No. We’re done. I won."
D368DBD5,"This game has no damn logic."
D368DBD6,"You'll get used to it. Faith used to beat me all the time."
D368DBD7,"Still could. You had a run for me?"
D368DBEF,"I do. On! On! Elysium Labs. High profile dataGrab. "
D368DBF0,"Very good scrip."
D368DBF1,"An Elysium dataGrab? You think she’s ready?"
D368DBF2,"How about you get off my case?"
D368DBF3,"You’re going with her."
D368DBF4,"I can take care of myself just fine, Noah."
D368DBF5,"Hm. Like last time? You’ll go in alone, but I want Icarus on watch."
D368DBF6,"Look, they are very protective about this data."
D368DBF7,"So there is no margin for error, you understand?"
D368DBF8,"So what do I get for baby-sitting, huh?"
D368DC10,"A third of the scrip."
D368DC11,"Or I give it to Aisha and Caleb. Your call."
D368DC12,"Alright. I'll see you there, Faith. Oh, and don’t get lost."
D368DC13,"Go. You don't want him to beat you there?"
D368DC14,"Nooo, why?! Why?!"
D36D651D,"Faith: Icarus? Everyone’s gone."
D3765C24,"Femhicaste2: Over here. Be quick about it."
D386573C,"Dogen: The note speaks of water and streams. A riddle. She used to love riddles ..."
D38A80A2,"Nomad: Faith you have to get to the Safe house! Now!"
D38B511B,"OPERATIONS CORE SYSTEMS"
D38E59B6,"Rebecca: We’re moving the package now."
D3C56786,"THE VIAL"
D3D23448,"Health"
D3D2EF8C,"But I doubt I’ll get access anytime soon."
D3D81BAA,"Aline: At least not yet. And Plastic thinks she can tunnel into the system and download the gridPrint without him noticing."
D3E22B5B,"DOWNTOWN"
D3E9903B,"ONLINE & CRM MANAGER NORDICS"
D3EDF30F,"Nomad: Best way to send a message to the employs is to hack the bigger billboards."
D3F0A667,"Shut it off."
D3F30036,"AT A GLANCE:  Everdyne provides Cascadia with energy from several different sources, all of them nearing depletion and most of them causing heavy pollution. Everdyne also handles the extensive desalination needed to provide Cascadia with enough fresh water, and here too their resources and facilities are stretched to the breaking point.  CURRENT CHAIRMAN: Akiko Kaneda TOTAL MARKET SHARE: 9% NUMBER OF EMPLOYS: 1 870 482 as of FY48 MAIN OWNERS: House Kaneda CORPORATE SLOGAN: “Power to the People” MAIN SUBSIDIARIES: Everdyne Nuclear, Everdyne Water, Everdyne Research FOUNDED: FY02"
D3F932F6,"Rebecca: Good luck."
D3FB91CA,"I’m doing a Raposa dataGrab. Could use some help getting KrugerSec off my back. Just like the old days, huh?"
D3FE545A,"{0:d} m"
D40ED586,"What kind of voice? he doesn't speak like that at all."
D40ED587,"He sounds exactly like that"
D40ED588,"Ohh! He doesn't speak like that"
D40ED589,"You know…"
D40ED58A,"He sounds more like that than your Impression of me"
D40ED58B,"Ah, just shut the hell up y'all two."
D40ED58C,"What? Gabe said to me that hair movement shows weakness."
D40ED58D,"Oh he's right about that"
D40ED58E,"So I'm just going to make sure my hair is gelled to shit"
D40ED5A6,"Com'n let's go and do some Yoga."
D40F309F,"Noah?"
D4111748,"CONFIRM DELETE"
D419D385,"SYNK CASTING"
D41A5BEB,"DATA SCIENCE"
D41CA7EF,"ARCHITECT"
D420B988,"I had breakfast."
D42D8908,"Customize your Echo"
D432F30A,"Spooky"
D43E4CEF,"ENEMY POSITION RETICLE"
D4451F09,"So, Sarge, "
D4451F0A,"If it's like you say and the gold has been hidden here for spies and other vermin, then, "
D4451F0B,"wouldn't it be a very loyal thing to liberate said gold from Armnistat? Thus, "
D4451F0C,"eliminating the threat?"
D4451F0D,"Yes, yes, yes,? Hagard is totally right, we, "
D4451F0E,"we should absolutely liberate it."
D4451F0F,"Well, "
D4451F10,"the loyal thing would be to call up Mr. Kruger on your gridlink and report this immediately ."
D4451F11,"No, no, no, no…"
D4451F29,"No, no, no, no…"
D4451F2A,"No, no, no, no…"
D4451F2B,"Sargent, no, don't be silly, no, "
D4451F2C,"I mean what use is this gold to him? "
D4451F2D,"I mean he's got more scrip than he can spend in a life time."
D4451F2E,"Yeah, way more… Besides, reception, "
D4451F2F,"it's not very good down here is it guys, you got anything?...No"
D4451F30,"I got no bars, not a bar here I can't download nothing."
D4451F31,"There you go "
D4451F32,"You have see, nothing!"
D4451F4A,"We're outta touch down here?"
D4451F4B,"Outta touch"
D4451F4C,"Two more weeks and I'm retiring. "
D4451F4D,"I only  asked to be transferred to this company to get my tour cut short"
D4451F4E,"Yeah and what are you gonna do with your retirement?"
D4451F4F,"Get a nice place out in the grey lands. Where you sit on the porch with your husband, "
D4451F50,"nod to your neighbours and flip 'em the finger every morning. "
D4451F51,"What you gonna sip your double expresso 'til that stubborn little poop comes out, "
D4451F52,"just waiting until saint Peter taps you on the shoulder… I don't thinks so Sarge, "
D4451F53,"that's not the Sarge I know."
D4451F6B,"No, "
D4451F6C,"I know that I would want to spend my retirement in a luxurious regatta bay apartment, "
D4451F6D,"you know, with the big wide screen TV and all that kind of stuff, "
D4451F6E,"not in some grey land hovel."
D4451F6F,"Oh man, two weeks and this happens"
D4451F70,"You want to swear don't you?"
D4451F71,"Come on smile Sargeant"
D4451F72,"Smile and swear they're both good."
D4451F73,"Come on!"
D4451F74,"Come on!"
D4451F8C,"That's it!"
D4451F8D,"Bam!"
D4451F8E,"Heyy!"
D4451F8F,"Heyy!"
D4451F90,"Heyy!"
D4498B57,"Icarus: If you can make it through that old place. Time to see if the fabled Faith is all that she's made out to be."
D457378A,"Alright, so, since you have a plan for everything, "
D457378B,"how do we convert this goal into actual scrip? "
D457378C,"I don't know one single realtor who'd trade an apartment in Regetta Bay for pure gold? "
D457378D,"They'll want scrip."
D457378E,"Well, we can't just sell it."
D457378F,"Ah, that lowers that right away"
D4573790,"We have to get someone to do it for us… A proxy."
D4573791,"Oooh, I have a bad feeling about this… "
D4573792,"And who would that be?"
D45737AA,"I have a friend… who has a friend, who has a cousin who has a friend who knows somebody…"
D45737AB,"I got lost there."
D45737AC,"Well, that sounds promising Hagard."
D45737AD,"Now, he owns a rifle shop. "
D45737AE,"Now his cousin knows a guy who has a menswear selling slacks. It's a little place, "
D45737AF,"and he has a restaurant also on the sidelines in Anchor. Now, he could help us."
D45737B0,"So a gun-toating-dappered-gent, err, culinary whiz is gonna help us sell the gold?"
D45737B1,"His cousin, yes!"
D45737B2,"How's he gonna do that?"
D45737B3,"We're gonna hide things in slacks? We're gonna hide… we're gonna make gold slacks?"
D45737CB,"We will look good!"
D45737CC,"I don't know! I don't know! I'm not the brains of this operation!"
D45737CD,"You think?"
D45737CE,"I didn't do marketing, I don't know about selling slacks. "
D45737CF,"I'm not even sure this operation has any brains. There's a lot of gold here though, and, "
D45737D0,"we deserve it. We've done our part for this proud nation. This is our reward. "
D45737D1,"Dagnamit!"
D47397B2,"Easy! Easy there! Leave my door alone."
D47397B3,"Patience never was your virtue, Faith."
D47397B4,"Thought you were taking a nap. Isn’t that what old people do?"
D47397B5,"Careful with that mouth, girl."
D47397B6,"I guess two years of peace and quiet is all I get."
D47397B7,"Yeah, I missed you too."
D47397B8,"Noah wanted me to “test” you. I told him I would do no such thing. "
D47397B9,"But I have a dash for you. Enough to test yourself."
D47397BA,"Well that's good."
D47397D2,"I already fed you, Caliope! Get off me!"
D47397D3,"Damn rats with wings. Never leave me alone. But they have their uses."
D47397D4,"Patience never was your virtue."
D47397D5,"True. That’s why I can smell my own."
D47397D6,"Now off with you! Show them other runners that you got your uses, too."
D47397D7,"It’s good to have you back, girl."
D4872D9C,"Hey!"
D49BCDD3,"Nomad: Hey, you."
D4A2A9DC,"http://tos.ea.com/legalapp/WEBPRIVACY/US/en/PS4/"
D4AE0D40,"LEVEL DESIGNER"
D4B40086,"Faith: I got the chip. I’ll give it to you later."
D4B7BB9C,"Time for you to start contributing. I hear the foodDomes are nice this time of year."
D4BBBAA1,"For 14 years the Conglomerate has ruled supreme in Cascadia, and in practice they were already in power for two decades prior to that. The Corporate Houses have entrenched themselves firmly since the founding and most mid- and loCaste believe the current system to be the best one imaginable. Few want a return to the horrors of the OmniStat era.  Conglomerate Policy dictates the dos and don’ts applying to everyone living in Cascadia. It describes the code of conduct, safety rules and other regulations affecting an employ's life. It is enforced by KrugerSec and Policy-breakers are sentenced without trials. Punishment range from temporary suspension of selected rights to contract termination, which essentially is the same as being demoted at least one caste. Serious offenders are made permanent outCaste and most end up doing forced labor in the Greylands. Some disappear.  General surveillance is mainly handled by automated camera systems where advanced algorithms constantly scan for deviant behavior, and this is combined with the gridLink – a wristband biometrically connected to the wearer and linked to his personal gridPrint and financial status. The gridLink is the employ identity made manifest both physically and digitally and Link-loss can be considered grounds for contract termination, if not caused by accident or victimized crime. OutCaste and offGrids have no gridLinks."
D4C3D3AD,"Nomad: That’s a few floors up. Find an elevator."
D4C7F3D4,"Automated Voice: Attention! Conglomerate Policy exists for your protection."
D4C86559,"Nomad: No worries, Faith. You can grab that chip later instead."
D4D05753,"THE ASSOCIATE'S SIDE DEAL"
D4E238E7,"UNSAVED CHANGES"
D4EED00F,"Automated Voice: Attention! The Bauble Mall grand opening has been indefinitely postponed."
D4F4A78A,"Icarus: Yeah, but how do you wake someone who just wants to go on sleeping?"
D5025825,"Noah: Good to hear. Come back here, both of you, I have-- (lost in static)."
D516DF2A,"RECORDING OBTAINED"
D519562E,"ORIGINAL MUSIC ADDITIONAL COMPOSITION & ORCHESTRATION"
D52411C2,"Get to the Forum building."
D52411C3,"Find a way to the access port."
D52411C4,"Hack the terminal."
D52411C5,"It will take a couple of hours before they can break the encryption code. Well done!"
D553710D,"Are you sure you want to overwrite your existing save data?"
D565462C,"Let's. Did you see the game last night?"
D568AAD4,"Noah: Good. Successful grab confirmed."
D56CC8D2,"NUM EQUALS"
D57A47B1,"Please, I don’t understand what-- ouch!"
D5875724,"I have read and accept the license agreement."
D5B0FA4A,"Could you help me out, Faith?"
D5D14907,"GPR SUBMISSIONS LEADS"
D5D9609B,"Nomad: Yeah! Count one for the good guys!"
D600556D,"Faith: I’m guessing that mass tuner thing will cause some serious damage?"
D604DB69,"DEVELOPMENT DIRECTORS"
D6090478,"TRANSCRIPT"
D6248AA7,"Icarus: I see your time, Faith. Guess your time in juvie “reformed” you after all."
D6283BE7,"Plastic: We’ll be able to follow you all the way up! And I can use them to hack services in the building. Elevators and stuff."
D62AEAF6,"RENDERING"
D632EE61,"K-Sec Alert level too high for FAST TRAVEL"
D63599D1,"CANCEL"
D643D0D3,"Nomad: Woah, that K-Sec will be sore tomorrow."
D646C791,"Ulla: Subject sedated. Test to resume upon wake-up. Damn it."
D650BA6B,"That’s it. They’re on to you. Keep them busy."
D675C406,"Ah, just shut the hell up y'all two."
D67A46BA,"Plastic: The VTOL should arrive any second now. Get ready, Faith."
D67D61C8,"Good. Moving the supplies now."
D682B1A9,"Get a 3-star rating on all Dashes in the main game"
D6881BAB,"Peak Performer"
D6892076,"PLAY/PAUSE"
D68FBD28,"That's it!"
D69DD21D,"Noah: A few runners have linked their Beat to the gridNode. It’s said to provide a lot of useful information."
D69F364B,"NUM PLUS"
D69F44C9,"F10"
D69F44CA,"F11"
D69F44CB,"F12"
D69F44CC,"F13"
D69F44CD,"F14"
D69F44CE,"F15"
D69F4899,"END"
D69F86B9,"TAB"
D69F9C8E,"Unknown"
D6A2572D,"Faith: OK, I got it. I think."
D6A73DDE,"Aline: Remember to look up, Faith."
D6ABB439,"Faith: I got news about Noah. He might still be alive!"
D6B9F28C,"As the first stage of the plan to break into Kingdom, your mission is to break into the offices of Silvine Systems; one of the contractors who designed the facility. A failsafe will destroy the data if the system is alerted to a security breach so you must remain undetected until the data has been retrieved. Once you have the data you can trigger any alarm systems in your escape. Once you have entered the building use the alarm system back up landline to contact Plastic for more instructions."
D6CF8178,"WHAT'S BEHIND THE VEIL?"
D6D0838B,"NAVIGATE UP"
D6D650E5,"How are you feeling today, Isabel?"
D6DDE33C,"All in a good day’s work. Let’s go."
D6E56894,"Thank you. That tat of yours really look just like the stencil."
D6ECD17E,"SETTINGS HAVE CHANGED"
D6EE93CE,"SECRET BAGS"
D6FBE1F9,"SAVE BEAT L.E."
D6FF889E,"MAYA MEDIA GROUP"
D7010BE9,"Receiver has been notified of completed delivery. Payment processing. Thank you for using the automated Beat package service."
D70519BB,"WFYO FINANCE"
D7074CA0,"And your last name?"
D7190C81,"ACCEPT"
D723C8EA,"But it’s a long way to Aurora and we need to prepare properly so that we don’t just end up stranded and starving in the Greylands."
D740FE70,"Well, the girls are asleep. Finally. "
D74380EE,"DEVELOPER RELATIONS"
D74AF4A3,"I'm going to take a chance on you, you've proven yourself enough already. "
D75FFE25,"Get to the location  marked on your map"
D75FFE26,"Get to the location marked on your map"
D75FFE27,"Head to the final location marked on your map"
D760F1D9,"+ Damage in FLOW"
D76980D5,"Plastic: The Allcom building should be easy to get into. I’ve marked a data sluice on your Beat. Connect to it using that Cyclone glove of yours and I’ll remote it from here."
D7824FAC,"Seal the exits! We’ll trap and subdue her!"
D79E121F,"Aline: That’s fine. That’s a reaction too."
D7AA7269,"Stay undetected until the data is secured."
D7D00A73,"State your name and business. You have five seconds to comply."
D7D00A74,"Faith. Here to see Plastic."
D7D00A75," You have five seconds to comply."
D7D00A76,"What the hell? I said “cancel”!"
D7D00A77,"Four. Three--"
D7D00A78,"One."
D7D00A79,"Almost killed you. Sorry. Come in."
D7D00A7A,"So, you’re Faith. What do you want?"
D7D00A7B,"I ... Could you tell me what this is? What’s on it?"
D7D00A93,"Sure."
D7D00A94,"Foreign."
D7D00A95,"Yes, I found it--"
D7D00A96,"Not a question."
D7D00A97,"Intruder! Alien entity! ALERT!"
D7D00A98,"Shut up, Kuma! Don't mind him. I’m making him smarter."
D7D00A99,"Alien being. They keep premises."
D7D00A9A,"Encrypted ..."
D7D00A9B,"Device external syntax error!"
D7D00A9C,"OmniStat mil-grade. Whoa ... I bet they want it back."
D7D00AB4,"Yeah, well I--"
D7D00AB5,"Not a question. When do you need the data by?"
D7D00AB6,"I was hoping today?"
D7D00AB7,"It’ll take at least a month just to crack the surface layer."
D7D00AB8,"Anything I can do?"
D7D00AB9,"Uhm, hook me up to a gridNode. Or ... Wait a month ..."
D7D00ABA,"A gridNode it is. What do I do?"
D7D00ABB,"Uhm, it’s enough if I get access to the AllCom Gateway. "
D7D00ABC,"I can remote it from there."
D7D00ABD,"On it."
D7D00AD5,"Alert! Intruder contamination. Excavate premises!"
D7E29D24,"LEAD TESTER"
D7E9D322,"Plastic: Kuma says you should watch yourself down there. Kingdom sounds like a bad place."
D7FB267F,"IMPORTANT LOOKING PIRATES"
D80622EB,"I got to do a high profile delivery to some hiCaste nearby. Claims she’s being watched by KrugerSec. Could you lead them off while I complete the delivery?"
D8119486,"Faith: I’ll run for you. But Noah can’t know."
D81870A2,"MISSION OBJECTIVE"
D824818D,"MISSION CANCELED"
D825C8CE,"Beta Participation Kit"
D82828ED,"And not only that but I found evidence that someone else is pulling her strings. "
D836F45F,"Too close to previous checkpoint."
